1,宋朝中餐廳,02-2704-1394,106台北市大安區和平東路二段107巷23弄17號,"星期六 11:30–14:30, 17:00–22:00
星期日 11:30–14:30, 17:00–22:00
星期一 11:30–14:30, 17:00–22:00
星期二 11:30–14:30, 17:00–22:00
星期三 11:30–14:30, 17:00–22:00
星期四 11:30–14:30, 17:00–22:00
星期五 11:30–14:30, 17:00–22:00",10,中式,1,https://inline.app/booking/-O5poH-I225vsSDVsCn8:inline-live-3/-O5poHEUeB3eii4qURdu?language=zh-tw,https://www.instagram.com/songjhaotaipei/,https://g.co/kgs/DZDHC4k,c://,0,0,0,0,1
71,ANTICO FORNO,02 2706 3322 ,台北市大安區瑞安街141號,"星期五	12:00–15:00, 18:00–22:00
星期六	12:00–15:00, 18:00–22:00
星期日	12:00–15:00, 18:00–22:00
星期一	18:00–22:00
星期二	18:00–22:00
星期三	18:00–22:00
星期四	18:00–22:00",0,荷包對不起,5,https://inline.app/booking/-LcYu2yHzAgQ7fJih8BJ:inline-live-2a466/-LcYu31MUMDWF46cEXJa?language=zh-tw,https://www.facebook.com/anticoforno141/?locale=zh_TW,"https://www.google.com.tw/maps/place/ANTICO+FORNO+%E8%80%81%E7%83%A4%E7%AE%B1%E7%BE%A9%E5%BC%8F%E6%8A%AB%E8%96%A9%E9%A4%90%E9%85%92/@25.0266707,121.5371222,17z/data=!3m1!4b1!4m6!3m5!1s0x3442aa298106c151:0x7ab8e448098f2660!8m2!3d25.0266707!4d121.5397025!16s%2Fg%2F1pzrrhst6?hl=zh-TW&entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D",c://,0,0,0,0,0
5,CHIC BISTRO 餐酒館,0975-610-639,106台北市大安區瑞安街71巷5弄2號,"星期六 17:00–01:00
星期日 17:00–00:00
星期一 休息
星期二 17:00–00:00
星期三 17:00–00:00
星期四 17:00–00:00
星期五 17:00–01:00",0,中式,1,電話訂位,https://www.instagram.com/chic_bistro_tpe/,https://g.co/kgs/UdZj27G,c://,0,0,0,0,0
70,彰化肉圓,02 2752 1428,台北市大安區安東街35巷4之1號,"星期六	15:30–18:30
星期日	休息
星期一	15:30–18:30
星期二	15:30–18:30
星期三	15:30–18:30
星期四	15:30–18:30
星期五	15:30–18:30",0,小吃店,4,無,無,無,c://,0,0,0,0,0
72,CHIC BISTRO 餐酒館,0975 610 639,台北市大安區瑞安街71巷5弄2號,"星期五17:00–01:00

星期六17:00–01:00

星期日17:00–00:00

星期一休息

星期二17:00–00:00

星期三17:00–00:00

星期四17:00–00:00",0,荷包對不起,5,無外送 電話訂位,https://www.facebook.com/p/CHIC_Bistro-%E9%A4%90%E9%85%92%E9%A4%A8-100091564255823/?_rdr,"https://www.google.com.tw/maps/place/CHIC+BISTRO+%E9%A4%90%E9%85%92%E9%A4%A8/@25.0280747,121.5391699,17z/data=!3m1!4b1!4m6!3m5!1s0x3442abdb3a1f0567:0xafec453e48dc2b21!8m2!3d25.0280747!4d121.5417502!16s%2Fg%2F11kj854xqf?hl=zh-TW&entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D",c://,0,0,0,0,0
74,The Tavernist,02 2779 0688,台北市大安區仁愛路四段27巷25號12F,"星期五、07:00–01:00
星期六、07:00–01:00
星期日、07:00–00:00
星期一、07:00–00:00
星期二、07:00–00:00
星期三、07:00–00:00
星期四、07:00–00:00",0,荷包對不起,5,https://inline.app/booking/-MJZrBd7MPrfENM9poig:inline-live-1/-MJZrBuAyXJY0FOoVfSa?language=zh-tw,https://www.thetavernist.com/zh/home-slides-zh/,"https://www.google.com.tw/maps/place/The+Tavernist/@25.0404117,121.5429035,17z/data=!3m1!4b1!4m6!3m5!1s0x3442ab25a117c6c5:0x63887e5ca2044593!8m2!3d25.0404117!4d121.5454838!16s%2Fg%2F11fj0vcmv7?hl=zh-TW&entry=ttu&g_ep=EgoyMDI0MTIwNC4wIKXMDSoASAFQAw%3D%3D",c://,0,0,0,0,0
8,Barkers,02-2377-3238,106台北市大安區和平東路二段118巷41號,"星期六 11:00–14:30, 16:30–20:30
星期日 休息
星期一 11:00–14:30, 16:30–20:30
星期二 11:00–14:30, 16:30–20:30
星期三 11:00–14:30, 16:30–20:30
星期四 11:00–14:30, 16:30–20:30
星期五 11:00–14:30, 16:30–20:30",0,美式,1,電話訂位,https://shop.ichefpos.com/store/8Xk_P_2g/ordering,https://g.co/kgs/Yk6rCcL,c://,0,0,0,0,0
10,小原田日本料理 公館店,02-2366-1869,106台北市大安區羅斯福路三段277號2F,"星期六 11:30–14:30, 17:30–21:00
星期日 11:30–14:30, 17:30–21:00
星期一 11:30–14:30, 17:30–21:00
星期二 11:30–14:30, 17:30–21:00
星期三 11:30–14:30, 17:30–21:00
星期四 11:30–14:30, 17:30–21:00
星期五 11:30–14:30, 17:30–21:00",0,日式,1,https://www.foodpanda.com.tw/restaurant/wwnz/xiao-yuan-tian-tai-bei-gong-guan-dian?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action,https://www.facebook.com/oharuda0012017/menu/,https://g.co/kgs/nRT2gL2,c://,0,0,0,0,0
18,龜記 公館店,02 2366 0667,台北市中正區汀州路三段174-1號,"星期六11:00–22:00
星期日11:00–22:00
星期一11:00–22:00
星期二00:00–22:00
星期三11:00–22:00
星期四11:00–22:00
星期五11:00–22:00",0,純茶派,2,https://www.ubereats.com/tw/store/%E9%BE%9C%E8%A8%98%E8%8C%97%E5%93%81-%E5%85%AC%E9%A4%A8%E5%BA%97/T_Hd1T3UR4mDIcM6VZyuXg?diningMode=DELIVERY&pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMiVFNSU5QyU4QiVFNyVBQiU4QiVFOCU4NyVCQSVFNyU4MSVBMyVFNSVBNCVBNyVFNSVBRCVCOCUyMiUyQyUyMnJlZmVyZW5jZSUyMiUzQSUyMkNoSUpxUzR5X29tcFFqUVJabjhkN2dRRWRTRSUyMiUyQyUyMnJlZmVyZW5jZVR5cGUlMjIlM0ElMjJnb29nbGVfcGxhY2VzJTIyJTJDJTIybGF0aXR1ZGUlMjIlM0EyNS4wMTczNDA1JTJDJTIybG9uZ2l0dWRlJTIyJTNBMTIxLjUzOTc1MTglN0Q%3D,https://www.facebook.com/profile.php?id=100063793186014,https://www.google.com.tw/maps/place/%E9%BE%9C%E8%A8%98%E8%8C%97%E5%93%81+%E5%85%AC%E9%A4%A8%E5%BA%97/@25.0131975,c://,0,0,0,0,0
2,湘八老,02-2709-7979,106台北市大安區安和路二段74巷8號,"星期六 11:30–14:00, 17:30–21:00
星期日 11:30–14:00, 17:30–21:00
星期一 11:30–14:00, 17:30–21:00
星期二 休息
星期三 11:30–14:00, 17:30–21:00
星期四 11:30–14:00, 17:30–21:00
星期五 11:30–14:00, 17:30–21:00",0,中式,1,https://inline.app/booking/-LuqUhMNVTJHkiNtnhLV:inline-live-1/-LuqUhl05byXV1JqMdcT?language=zh-tw,https://www.pengyuan.com.tw/branch/menu/xiangbalao#38,https://g.co/kgs/Df5rhM5,c://,0,0,0,0,0
63,大福利排骨大王 公館店,02 2365 1009,台北市中正區羅斯福路三段286巷12號,"星期六	11:00–20:30
星期日	11:00–20:30
星期一	11:00–20:30
星期二	11:00–20:30
星期三	11:00–20:30
星期四	11:00–20:30
星期五	11:00–20:30",0,台式便當,4,ubereats.com, foodpanda.com.tw,無,c://,0,0,0,0,0
46,阿諾可麗餅,02 2369 5151,106台北市大安區師大路39巷1號,"星期六 12:30–23:00
星期日 12:30–23:00
星期一 12:30–23:00
星期二 12:30–23:00
星期三 12:30–23:00
星期四 12:30–23:00
星期五 12:30–23:00",0,甜,3,https://www.ubereats.com/tw/store/%E9%98%BF%E8%AB%BE%E5%8F%AF%E9%BA%97%E9%A4%85-%E5%B8%AB%E5%A4%A7%E5%BA%97/2WNwkU4KTi6rJozTDVmmHA?utm_campaign=CM2508147-search-free-nonbrand-google-pas_e_all_acq_Global&utm_medium=search-free-nonbrand&utm_source=google-pas,https://www.facebook.com/arnorcrepestaiwan/,https://g.co/kgs/NNj19Gt,c://,0,0,0,0,0
48,何太守港式菠蘿包專賣店,02 2368 0006,100台北市中正區汀州路三段167號,"星期六 11:00–22:00
星期日 11:00–22:00
星期一 11:00–22:00
星期二 11:00–22:00
星期三 11:00–22:00
星期四 11:00–22:00
星期五 11:00–22:00",0,甜,3,https://www.foodpanda.com.tw/restaurant/qibc/he-tai-shou-gang-shi-bo-luo-bao-zhuan-mai-dian?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action,https://www.hotaiso.com/,https://g.co/kgs/a855Szk,c://,0,0,0,0,0
47,甜逗豆花,02 8732 7622,106台北市大安區和平東路二段118巷63號1樓,"星期六 11:00–20:30
星期日 11:00–18:30
星期一 11:00–20:30
星期二 11:00–20:30
星期三 11:00–20:30
星期四 11:00–20:30
星期五 11:00–20:30",0,甜,3,https://www.ubereats.com/tw/store/%E7%94%9C%E9%80%97%E8%B1%86%E8%8A%B1/jt1MjmLEX5G6dPtRuLKqGQ?utm_campaign=CM2508147-search-free-nonbrand-google-pas_e_all_acq_Global&utm_medium=search-free-nonbrand&utm_source=google-pas,https://line.me/R/ti/p/@snf7125c,https://g.co/kgs/M7bkixX,c://,0,0,0,0,0
44,小木屋鬆餅(台大店),02 8369 5722,106台北市大安區羅斯福路四段1號,"星期六 09:30–18:30
星期日 09:30–18:30
星期一 09:30–19:00
星期二 09:30–19:00
星期三 09:30–19:00
星期四 09:30–19:00
星期五 09:30–19:00",0,甜,3,https://shinemood2006.com/news_detail.php?id=833,https://www.shinemood2006.com/,https://g.co/kgs/vLBpYUj ,c://,0,0,0,0,0
45,小鳥餵 脆皮雞蛋糕,0979 121 398,106台北市大安區師大路55號,"星期六 13:30–22:30
星期日 13:30–22:30
星期一 13:30–22:30
星期二 13:30–22:30
星期三 13:30–22:30
星期四 13:30–22:30
星期五 13:30–22:30",0,甜,3,https://www.foodpanda.com.tw/restaurant/co1d/xiao-niao-wei-cui-pi-ji-dan-gao-tai-bei-shi-da-dian?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action,https://www.facebook.com/shallweeggcake/,https://g.co/kgs/B7BRK56,c://,0,0,0,0,0
52,吉米樂狗 Jimmy's Hotdog Club,0908 214 380,106台北市大安區信義路四段30巷52號,"星期一	休息
星期二	11:00–21:00
星期三	11:00–21:00
星期四	11:00–21:00
星期五	11:00–21:00
星期六	11:00–21:00
星期日	11:00–21:00",0,鹹,3,https://www.ubereats.com/tw/store/%E5%90%89%E7%B1%B3%E6%A8%82%E7%8B%97-jimmys-hotdog-club/BTvoFwkCQM2pXNCe_EeGlA?utm_campaign=CM2508147-search-free-nonbrand-google-pas_e_all_acq_Global&utm_medium=search-free-nonbrand&utm_source=google-pas,https://www.facebook.com/jimmyshotdogclub/,https://g.co/kgs/agFb1h3,c://,0,0,0,0,0
53,徐記古早味水煎包,無,106台北市大安區敦化南路二段81巷45弄10號,"星期一	06:00–13:00
星期二	06:00–13:00
星期三	06:00–13:00
星期四	06:00–13:00
星期五	06:00–13:00
星期六	休息
星期日	休息",0,鹹,3,https://www.ubereats.com/tw/store/%E5%BE%90%E8%A8%98%E5%8F%A4%E6%97%A9%E5%91%B3%E6%B0%B4%E7%85%8E%E5%8C%85-%E6%95%A6%E5%8C%96%E5%BA%97/aUp1IpryVfmy8vUl54stqA?utm_campaign=CM2508147-search-free-nonbrand-google-pas_e_all_acq_Global&utm_medium=search-free-nonbrand&utm_source=google-pas,https://www.instagram.com/syuji1999/?igshid=OGQ5ZDc2ODk2ZA%3D%3D,https://g.co/kgs/kEMV2PX,c://,0,0,0,0,0
51,師園鹽酥雞,02 2363 3999,106台北市大安區師大路39巷14號,"星期一	12:00–00:30
星期二	12:00–00:30
星期三	12:00–00:30
星期四	12:00–00:30
星期五	12:00–00:30
星期六	12:00–00:30
星期日	12:00–00:30",0,鹹,3,https://www.ubereats.com/tw/store/%E5%B8%AB%E5%9C%92%E9%B9%BD%E9%85%A5%E9%9B%9E-%E5%B8%AB%E5%A4%A7%E5%BA%97/7zgnlb3vRaiSRTMRNXcJ8Q?utm_campaign=CM2508147-search-free-nonbrand-google-pas_e_all_acq_Global&utm_medium=search-free-nonbrand&utm_source=google-pas,https://line.me/R/ti/p/%40441smpof,https://g.co/kgs/xjeC58C,c://,0,0,0,0,0
49,ChocoChez Bakery,02 2325 5062,106台北市大安區復興南路一段279巷24號,"星期六 11:00–18:00
星期日 11:00–18:00
星期一 11:00–18:00
星期二 11:00–18:00
星期三 11:00–18:00
星期四 11:00–18:00
星期五 11:00–18:00",0,甜,3,https://www.ubereats.com/tw/store/%E9%9F%93%E5%BC%8F%E7%94%9C%E9%BB%9E-chocochez-bakery/OZP3CrB4VBygs007v6PaDw?diningMode=PICKUP&utm_campaign=CM2508147-search-free-nonbrand-google-pas_e_all_acq_Global&utm_medium=search-free-nonbrand&utm_source=google-pas,https://www.instagram.com/chocochez.kr/?igshid=MzRlODBiNWFlZA%3D%3D,https://g.co/kgs/U9uGzWX,c://,0,0,0,0,0
50,炸雞大獅 北市公館店,02 2368 2551,100台北市中正區羅斯福路三段316巷3號,"星期日        11:30–22:30
星期一        11:30–21:30
星期二        11:30–21:30
星期三        11:30–21:30
星期四        11:30–21:30
星期五        11:30–22:30
星期六        11:30–22:30",0,鹹,3,https://www.foodpanda.com.tw/restaurant/e2qw/zha-ji-da-shi-zhong-zheng-gong-guan-2dian?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action,https://www.chickenmaster.com.tw/,https://g.co/kgs/n3MPdY9,c://,0,0,0,0,0
76,Zorba 希臘左巴 台大店,02 2363 3925,台北市大安區羅斯福路三段283巷7弄16號,"星期六	11:00–22:00
星期日	11:00–21:30
星期一	11:00–21:30
星期二	11:00–21:30
星期三	11:00–21:30
星期四	11:00–21:30
星期五	11:00–22:00",0,荷包對不起,5,https://greek-go.com/, foodpanda.com.tw,"https://www.google.com.tw/maps/place/Zorba/@25.0192148,121.5215423,15z/data=!4m10!1m2!2m1!1sZORBA!3m6!1s0x3442a98f7dbad393:0x57273d8520cefa2!8m2!3d25.0188176!4d121.5310018!15sCgVaT1JCQVoHIgV6b3JiYZIBEGdyZWVrX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1hjgw3trt?hl=zh-TW&entry=ttu&g_ep=EgoyMDI0MTIwNC4wIKXMDSoASAFQAw%3D%3D",c://,0,0,0,0,0
79,小螺波 公館店,02 2362 9219,台北市中正區羅斯福路三段284巷11號一樓,"星期六11:00–21:00
星期日11:00–21:00
星期一11:00–21:00
星期二11:00–21:00
星期三11:00–21:00
星期四11:00–21:00
星期五11:00–21:00",0,罪惡一下,5,https://shop.ichefpos.com/store/GSVrc-1V/ordering,https://www.xiaoluobo.com.tw/,"https://www.google.com.tw/maps/place/%E5%B0%8F%E8%9E%BA%E6%B3%A2+%E5%85%AC%E9%A4%A8%E5%BA%97+-+%E5%8F%B0%E7%81%A3%E8%9E%BA%E8%9E%84%E7%B2%89%E7%AC%AC%E4%B8%80%E5%93%81%E7%89%8C/@25.0161306,121.5214048,15z/data=!3m1!4b1!4m6!3m5!1s0x3442a9754fa26625:0x5ec83927deebdf36!8m2!3d25.0161115!4d121.5317046!16s%2Fg%2F11ny1hd_2k?hl=zh-TW&entry=ttu&g_ep=EgoyMDI0MTIwNC4wIKXMDSoASAFQAw%3D%3D",c://,0,0,0,0,0
62,黑滷魯肉便當專賣店,02 2366 0707,台北市中正區汀州路三段283號,"星期五	10:00–14:00
星期六	休息
星期日	10:00–14:00, 16:00–20:00
星期一	10:00–14:00, 16:00–20:00
星期二	10:00–14:00, 16:00–20:00
星期三	10:00–14:00, 16:00–20:00
星期四	10:00–14:00, 16:00–20:00",0,台式便當,4, foodpanda.com.tw, ubereats.com,無,c://,0,0,0,0,0
